,element_type,osmid,highway,geometry,addr:city,building,addr:country,addr:district,addr:district:en,addr:housenumber,addr:postcode,addr:province,addr:province:en,addr:street,addr:street:en,addr:subdistrict,addr:subdistrict:en,addr:housename,construction,nodes,name,name:ar,name:en,oneway,alt_name,alt_name:en,junction,country,diplomatic,embassy,name:fr,office,target,building:levels,height,foot,access,amenity,healthcare,source,religion,note,building_1,layer,tunnel,bridge,lanes,maxspeed,note:en,brand,brand:wikidata,brand:wikipedia,shop,phone,website,contact:facebook,contact:instagram,contact:whatsapp,email,healthcare:speciality,brand:ar,brand:en,cuisine,opening_hours,takeaway
858,way,1150454777,,"POLYGON ((31.1943388 30.0513699, 31.1944003 30.0513893, 31.1944743 30.0513586, 31.1945256 30.0512069, 31.1944073 30.0511797, 31.1943388 30.0513699))",,yes,,,,,,,,,,,,,,"[10702048475, 10702048476, 10702048477, 10702048478, 10702048479, 10702048475]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
859,way,1150454778,,"POLYGON ((31.194482 30.0513777, 31.1946283 30.0514047, 31.1946608 30.0512863, 31.1946461 30.051256, 31.1945218 30.0512335, 31.194482 30.0513777))",,yes,,,,,,,,,,,,,,"[10702048480, 10702048481, 10702048482, 10702048483, 10702048484, 10702048480]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
860,way,1150457963,,"POLYGON ((31.1946563 30.0516312, 31.1947052 30.0514439, 31.1948539 30.0514405, 31.1950932 30.0514821, 31.1950463 30.0516816, 31.1946741 30.051675, 31.1946563 30.0516312))",,yes,,,,,,,,,,,,,,"[10702052476, 10702052477, 10702052478, 10702052479, 10702052480, 10702052481, 10702052476]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
861,way,1150457964,,"POLYGON ((31.1951539 30.0516689, 31.195262 30.0516878, 31.1952956 30.051543, 31.1953074 30.051545, 31.1953096 30.0515353, 31.1952849 30.0515311, 31.1952994 30.0514676, 31.1952236 30.0514547, 31.1951957 30.0514887, 31.1951539 30.0516689))",,yes,,,,,,,,,,,,,,"[10702052482, 10702052483, 10702052484, 10702052485, 10702052486, 10702052487, 10702052488, 10702052489, 10702052490, 10702052482]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
862,way,1150457965,,"POLYGON ((31.1952249 30.0514098, 31.1953616 30.0514438, 31.1954768 30.0514273, 31.1955466 30.0512172, 31.1953084 30.0511579, 31.1952249 30.0514098))",,yes,,,,,,,,,,,,,,"[10702052491, 10702052492, 10702052493, 10702052494, 10702052495, 10702052491]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
863,way,1150457966,,"POLYGON ((31.1947404 30.0513806, 31.1950559 30.0514425, 31.1952116 30.0514243, 31.1952958 30.0511493, 31.1950875 30.0511056, 31.1949592 30.0510965, 31.1948239 30.0511098, 31.1947404 30.0513806))",,yes,,,,,,,,,,,,,,"[10702052496, 10702052497, 10702052498, 10702052499, 10702052500, 10702052501, 10702052502, 10702052496]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
864,way,1150457967,,"POLYGON ((31.194814 30.0510583, 31.1949339 30.0510874, 31.1951485 30.0510983, 31.1951758 30.0510255, 31.1949318 30.0509381, 31.1948498 30.0509472, 31.194814 30.0510583))",,yes,,,,,,,,,,,,,,"[10702052503, 10702052504, 10702071005, 10702071006, 10702071007, 10702071008, 10702052503]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
865,way,1150457968,,"POLYGON ((31.1949184 30.0509179, 31.1951043 30.0509763, 31.1951716 30.0509708, 31.1952348 30.0508689, 31.1951642 30.0508419, 31.1951521 30.0508609, 31.1951222 30.050851, 31.1951369 30.0508273, 31.1950854 30.0508106, 31.1950746 30.050835, 31.1949689 30.0508032, 31.1949184 30.0509179))",,yes,,,,,,,,,,,,,,"[10702071009, 10702071010, 10702071011, 10702071012, 10702071013, 10702071014, 10702071015, 10702071016, 10702071017, 10702071018, 10702071020, 10702071009]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
866,way,1150457969,,"POLYGON ((31.1949444 30.0507541, 31.1951843 30.050827, 31.1953042 30.0508015, 31.1953715 30.0507032, 31.195119 30.050623, 31.1949991 30.0506285, 31.1949444 30.0507541))",,yes,,,,,,,,,,,,,,"[10702071021, 10702071022, 10702071023, 10702071024, 10702071025, 10702071026, 10702071021]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
867,way,1150457970,,"POLYGON ((31.195288 30.0502762, 31.1954504 30.0503465, 31.1955075 30.0503441, 31.1955394 30.0503272, 31.1955576 30.050307, 31.1955418 30.0502964, 31.1955638 30.0502719, 31.1955463 30.0502601, 31.1955728 30.0502304, 31.1955556 30.0502189, 31.1955725 30.0502001, 31.1955269 30.0501695, 31.195513 30.0501443, 31.1954546 30.050119, 31.1953809 30.0501154, 31.195288 30.0502762))",,yes,,,,,,,,,,,,,,"[10702071027, 10702071028, 10702071029, 10702071030, 10702071031, 10702071032, 10702071033, 10702071034, 10702071035, 10702071036, 10702071037, 10702071038, 10702071039, 10702071040, 10702071041, 10702071027]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
868,way,1150457971,,"POLYGON ((31.1949725 30.0501062, 31.1950986 30.0501804, 31.1952571 30.0501382, 31.1953003 30.0500865, 31.1953085 30.0500402, 31.1950513 30.0500058, 31.1949725 30.0501062))",,yes,,,,,,,,,,,,,,"[10702071042, 10702071043, 10702071044, 10702071045, 10702071046, 10702071047, 10702071042]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
869,way,1150457972,,"POLYGON ((31.1932333 30.0517923, 31.1933184 30.0518248, 31.1934358 30.0518158, 31.1934567 30.0517051, 31.1933914 30.0516227, 31.1933625 30.0516195, 31.1932359 30.0516556, 31.1932333 30.0517923))",,yes,,,,,,,,,,,,,,"[10702071048, 10702071049, 10702071050, 10702071051, 10702071052, 10702071053, 10702071054, 10702071048]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
870,way,1150459842,,"POLYGON ((31.1914134 30.0537669, 31.1917026 30.0538074, 31.1918792 30.053771, 31.1919039 30.0536343, 31.1915916 30.053592, 31.191442 30.0536138, 31.1914134 30.0537669))",,yes,,,,,,,,,,,,,,"[10702086005, 10702086006, 10702086007, 10702086008, 10702086009, 10702086010, 10702086005]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
871,way,1150459843,,"POLYGON ((31.1914487 30.0535949, 31.1916236 30.053576, 31.1918607 30.0536095, 31.1918943 30.0536167, 31.1919346 30.0534712, 31.1919094 30.0534697, 31.1918859 30.0534697, 31.1918926 30.0534508, 31.1918405 30.0534435, 31.1918153 30.0534581, 31.1918018 30.0534566, 31.1918085 30.0534406, 31.1917816 30.0534421, 31.1917867 30.0534217, 31.1916505 30.0534159, 31.1914773 30.0534363, 31.1914487 30.0535949))",,yes,,,,,,,,,,,,,,"[10702086011, 10702086012, 10702086013, 10702086014, 10702086015, 10702086016, 10702086017, 10702086018, 10702086019, 10702086020, 10702086021, 10702086022, 10702086023, 10702086024, 10702086025, 10702086026, 10702086011]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
872,way,1150459845,,"POLYGON ((31.1919005 30.0536976, 31.1920624 30.0537244, 31.1921795 30.0537005, 31.1921985 30.0535192, 31.19198 30.0534872, 31.1919447 30.0534974, 31.1919005 30.0536976))",,yes,,,,,,,,,,,,,,"[10702086037, 10702086038, 10702086039, 10702086040, 10702086041, 10702086042, 10702086037]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
873,way,1150459846,,"POLYGON ((31.1920053 30.0534697, 31.1920507 30.0534697, 31.1921868 30.0534887, 31.1922356 30.0532966, 31.1920826 30.0532747, 31.1920254 30.0532922, 31.1920053 30.0534697))",,yes,,,,,,,,,,,,,,"[10702086043, 10702086044, 10702086045, 10702086046, 10702086047, 10702086048, 10702086043]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
874,way,1150459847,,"POLYGON ((31.1917615 30.0534072, 31.1918657 30.0534304, 31.1919565 30.0534392, 31.1919599 30.0534159, 31.1919901 30.0534203, 31.1920254 30.0532529, 31.1918758 30.0532369, 31.1917631 30.0532529, 31.1917615 30.0534072))",,yes,,,,,,,,,,,,,,"[10702086049, 10702086050, 10702086051, 10702086052, 10702086053, 10702086054, 10702086055, 10702086056, 10702086049]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
875,way,1150459848,,"POLYGON ((31.1917727 30.0539783, 31.1920867 30.0540143, 31.1921056 30.0538908, 31.1918792 30.0538648, 31.1917861 30.0538912, 31.1917727 30.0539783))",,yes,,,,,,,,,,,,,,"[10702086057, 10702086058, 10702086059, 10702086060, 10702086061, 10702086057]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
876,way,1150459849,,"POLYGON ((31.1917759 30.0541417, 31.1920145 30.054179, 31.1920289 30.0540626, 31.1917903 30.0540237, 31.1917759 30.0541417))",,yes,,,,,,,,,,,,,,"[10702086062, 10702086063, 10702086064, 10702086065, 10702086062]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
877,way,1150459850,,"POLYGON ((31.1912838 30.0544188, 31.1915404 30.0544652, 31.1918391 30.0544188, 31.1918678 30.0543045, 31.1915864 30.0542432, 31.1915385 30.0542514, 31.191481 30.0542564, 31.1914175 30.0542564, 31.1913987 30.0542564, 31.1912877 30.0542912, 31.1912838 30.0544188))",,yes,,,,,,,,,,,,,,"[10702086066, 10702086067, 10702086068, 10702086069, 10702086070, 10702086071, 10702086072, 6790807947, 10702086073, 10702086074, 10702086066]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
878,way,1150459851,,"POLYGON ((31.1916974 30.0544752, 31.1918372 30.0545149, 31.1919733 30.0545068, 31.1920174 30.0543853, 31.1918736 30.0543641, 31.1918563 30.0544139, 31.1917529 30.0544487, 31.1916974 30.0544752))",,yes,,,,,,,,,,,,,,"[10702086075, 10702086076, 10702086077, 10702086078, 10702086079, 10702086080, 10702086081, 10702086075]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
879,way,1150459852,,"POLYGON ((31.1921773 30.0543541, 31.192277 30.0543707, 31.1923191 30.0543575, 31.192436 30.054374, 31.1924667 30.0542712, 31.1923709 30.0542629, 31.1923651 30.0542463, 31.1923268 30.054243, 31.1923172 30.0542596, 31.1922061 30.0542413, 31.1921773 30.0543541))",,yes,,,,,,,,,,,,,,"[10702086082, 10702086083, 10702086084, 10702086085, 10702086086, 10702086087, 10702086088, 10702086089, 10702086090, 10702086091, 10702086082]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
880,way,1150459853,,"POLYGON ((31.192139 30.0544802, 31.1922137 30.0544902, 31.192208 30.054515, 31.1923843 30.05453, 31.1924054 30.0544868, 31.1923728 30.0544902, 31.1923805 30.0544736, 31.1924111 30.0544719, 31.1924207 30.0544354, 31.1922099 30.0544022, 31.1922003 30.0544238, 31.192162 30.0544188, 31.192139 30.0544802))",,yes,,,,,,,,,,,,,,"[10702086092, 10702086093, 10702086094, 10702086095, 10702086096, 10702086097, 10702086098, 10702086099, 10702086100, 10702086101, 10702086102, 10702086103, 10702086092]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
881,way,1150459854,,"POLYGON ((31.1920757 30.0546643, 31.1922885 30.0546958, 31.19239 30.0546892, 31.192413 30.0545864, 31.1921543 30.0545416, 31.1920968 30.0545466, 31.1920757 30.0546643))",,yes,,,,,,,,,,,,,,"[10702086104, 10702086105, 10702086106, 10702086107, 10702086108, 10702086109, 10702086104]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
882,way,1150459855,,"POLYGON ((31.1925069 30.0544139, 31.1927177 30.0544553, 31.192836 30.0544313, 31.1928718 30.0543121, 31.1927043 30.0542812, 31.1925242 30.0542928, 31.1925069 30.0544139))",,yes,,,,,,,,,,,,,,"[10702086110, 10702086111, 10702086112, 10702086113, 10702086114, 10702086115, 10702086110]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
883,way,1150459856,,"POLYGON ((31.192392 30.0547257, 31.1925529 30.0547605, 31.1926909 30.0547456, 31.1927158 30.0546544, 31.1926603 30.0546477, 31.192666 30.0546295, 31.1926315 30.0546262, 31.1926181 30.0546477, 31.1925798 30.0546411, 31.1925874 30.0546179, 31.192482 30.0546179, 31.192413 30.0546411, 31.192392 30.0547257))",,yes,,,,,,,,,,,,,,"[10702086116, 10702086117, 10702086118, 10702086119, 10702086120, 10702086121, 10702086122, 10702086123, 10702086124, 10702086125, 10702086126, 10702086127, 10702086116]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
884,way,1150459857,,"POLYGON ((31.1924264 30.0548601, 31.1925204 30.0548766, 31.1925663 30.0548352, 31.1925721 30.0548667, 31.1926143 30.0548816, 31.1926104 30.0549015, 31.1926947 30.0549065, 31.192712 30.054792, 31.1926813 30.0547854, 31.1926909 30.0547456, 31.1926507 30.0547605, 31.1926334 30.0547904, 31.1924744 30.0547572, 31.1924035 30.0547522, 31.1923843 30.0548238, 31.1923785 30.0548451, 31.1924264 30.0548601))",,yes,,,,,,,,,,,,,,"[10702086128, 10702086129, 10702086130, 10702086131, 10702086132, 10702086133, 10702086134, 10702086135, 10702086136, 10702086118, 10702086137, 10702086138, 10702086139, 10702086140, 10702086144, 10702086141, 10702086128]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
885,way,1150459858,,"POLYGON ((31.1919799 30.0548053, 31.1922406 30.0548468, 31.1923843 30.0548238, 31.1923766 30.0547207, 31.1921179 30.0546892, 31.1919972 30.0547091, 31.1919799 30.0548053))",,yes,,,,,,,,,,,,,,"[10702086142, 10702086143, 10702086144, 10702086145, 10702086146, 10702086147, 10702086142]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
886,way,1150461276,,"POLYGON ((31.1915699 30.0548159, 31.1918336 30.0548295, 31.1919276 30.0548272, 31.1919545 30.054718, 31.1917475 30.0546961, 31.1917344 30.0547459, 31.191711 30.0547517, 31.1916352 30.0547707, 31.191562 30.0547866, 31.1915699 30.0548159))",,yes,,,,,,,,,,,,,,"[10702089253, 10702089254, 10702089255, 10756109533, 10702089257, 10702089258, 10702089263, 10702089259, 10702089260, 10702089253]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
887,way,1150461277,,"POLYGON ((31.1911881 30.0547679, 31.1915041 30.0547927, 31.1917131 30.0547443, 31.1917492 30.0546457, 31.1914701 30.054587, 31.1912142 30.0546277, 31.1911881 30.0547679))",,yes,,,,,,,,,,,,,,"[10702089261, 10702089262, 10756109532, 10702089264, 10702089265, 10702089266, 10702089261]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
888,way,1150461278,,"POLYGON ((31.1919546 30.0545543, 31.1919258 30.0546809, 31.191777 30.0546425, 31.1915315 30.0545814, 31.1915472 30.0545069, 31.1917927 30.0545385, 31.1919546 30.0545543))",,yes,,,,,,,,,,,,,,"[10702089267, 10702089268, 10702089269, 10702089270, 10702089271, 10702089272, 10702089267]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
889,way,1152632765,,"POLYGON ((31.201984 30.0571007, 31.2015608 30.0570228, 31.2015664 30.0568929, 31.2018116 30.0568943, 31.2018353 30.056943, 31.201995 30.0569573, 31.201984 30.0571007))",,yes,,,,,,,,,,,,,,"[10720847387, 6771435268, 10720847388, 10720847389, 10720847390, 10720847391, 10720847387]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
890,way,1152632896,,"POLYGON ((31.2024865 30.0564597, 31.2026646 30.0564256, 31.2026023 30.0561681, 31.2024471 30.0562071, 31.2024865 30.0564597))",,yes,,,,,,,,,,,,,,"[10720846163, 10720846164, 10720846165, 10720846166, 10720846163]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
891,way,1152632965,,"POLYGON ((31.2031412 30.0563434, 31.2032882 30.0562953, 31.2032522 30.0562068, 31.2033213 30.0562099, 31.203217 30.0560211, 31.2030083 30.0560938, 31.2031412 30.0563434))",,yes,,,,,,,,,,,,,,"[10720835449, 10720835450, 10720835451, 10720835452, 10720835453, 10720835454, 10720835449]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
892,way,1152632978,,"POLYGON ((31.2024238 30.0561262, 31.202638 30.0560952, 31.2025776 30.055817, 31.2023892 30.055848, 31.2024238 30.0561262))",,yes,,,,,,,,,,,,,,"[10720813883, 10720813884, 10720813885, 10720813886, 10720813883]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
893,way,1152632986,,"POLYGON ((31.202233 30.0561614, 31.2023981 30.0561351, 31.2023604 30.0558523, 31.2021994 30.0558785, 31.202233 30.0561614))",,yes,,,,,,,,,,,,,,"[10720844847, 10720844848, 10720844849, 10720844850, 10720844847]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
894,way,1152633430,,"POLYGON ((31.2027003 30.0560887, 31.2028316 30.056016, 31.2027567 30.0557754, 31.2026224 30.0557933, 31.2027003 30.0560887))",,yes,,,,,,,,,,,,,,"[10720831749, 10720831750, 10720831751, 10720831752, 10720831749]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
895,way,1152633444,,"POLYGON ((31.2035962 30.056171, 31.2038014 30.0560697, 31.2036254 30.055853, 31.2034561 30.0559399, 31.2035962 30.056171))",,yes,,,,,,,,,,,,,,"[10720812556, 10720812557, 10720812558, 10720812559, 10720812556]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
896,way,1152633551,,"POLYGON ((31.2017484 30.0560694, 31.2020319 30.0560678, 31.2020332 30.0561989, 31.2021929 30.0561704, 31.2021707 30.0558949, 31.2018227 30.0558773, 31.2017213 30.0559507, 31.2017484 30.0560694))",,yes,,,,,,,,,,,,,,"[10720842019, 10720842020, 10720842021, 10720842022, 10720842023, 10720842024, 10720842025, 10720842019]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
897,way,1152633552,,"POLYGON ((31.2028037 30.0563796, 31.2028936 30.0563577, 31.2028218 30.0561649, 31.2026991 30.0561943, 31.202754 30.056337, 31.2027765 30.0563313, 31.2028037 30.0563796))",,yes,,,,,,,,,,,,,,"[10720842026, 10720842027, 10720842028, 10720842029, 10720842030, 10720842031, 10720842026]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
898,way,1152633553,,"POLYGON ((31.2030365 30.0560174, 31.2032081 30.0559762, 31.2031499 30.0557884, 31.2029683 30.0558164, 31.2030365 30.0560174))",,yes,,,,,,,,,,,,,,"[10720842032, 10720842033, 10720842034, 10720842035, 10720842032]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
899,way,1152633906,,"POLYGON ((31.2016991 30.0555644, 31.2019154 30.0555537, 31.2018702 30.0553646, 31.2016755 30.0553695, 31.2016991 30.0555644))",,yes,,,,,,,,,,,,,,"[10720854815, 10720854816, 10720854817, 10720854818, 10720854815]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
900,way,1152633907,,"POLYGON ((31.2019771 30.0555543, 31.2020951 30.0555464, 31.2021101 30.0553424, 31.2019597 30.0553319, 31.2019771 30.0555543))",,yes,,,,,,,,,,,,,,"[10720854819, 10720854820, 10720854821, 10720854822, 10720854819]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
901,way,1152633908,,"POLYGON ((31.2022832 30.0555181, 31.202549 30.0554389, 31.2024732 30.0552974, 31.2022431 30.0553265, 31.2022832 30.0555181))",,yes,,,,,,,,,,,,,,"[10720854823, 10720854824, 10720854825, 10720854826, 10720854823]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
902,way,1152633909,,"POLYGON ((31.2016876 30.0552917, 31.2018905 30.0553071, 31.2019201 30.0551565, 31.2017004 30.055175, 31.2016876 30.0552917))",,yes,,,,,,,,,,,,,,"[10720854827, 10720854828, 10720854829, 10720854830, 10720854827]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
903,way,1152633910,,"POLYGON ((31.2019884 30.055291, 31.2021507 30.055259, 31.2021067 30.0551327, 31.2019621 30.0551469, 31.2019884 30.055291))",,yes,,,,,,,,,,,,,,"[10720854831, 10720854832, 10720854833, 10720854834, 10720854831]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
904,way,1152633911,,"POLYGON ((31.2022193 30.0552435, 31.2022498 30.0552389, 31.2023627 30.0552216, 31.2023165 30.055088, 31.2021803 30.0551053, 31.2022193 30.0552435))",,yes,,,,,,,,,,,,,,"[10720854835, 10720854839, 10720854838, 10720854836, 10720854837, 10720854835]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
905,way,1152633912,,"POLYGON ((31.2022193 30.0552435, 31.2023627 30.0552216, 31.2023165 30.055088, 31.2021803 30.0551053, 31.2022193 30.0552435))",,yes,,,,,,,,,,,,,,"[10720854835, 10720854838, 10720854836, 10720854837, 10720854835]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
906,way,1152633913,,"POLYGON ((31.2024226 30.0552048, 31.2025696 30.055178, 31.2024744 30.0550314, 31.2023405 30.0550676, 31.2024226 30.0552048))",,yes,,,,,,,,,,,,,,"[10720854840, 10720854841, 10720854842, 10720854843, 10720854840]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
907,way,1152633914,,"POLYGON ((31.2025943 30.055423, 31.2026725 30.0553957, 31.2026272 30.0553029, 31.2026885 30.055235, 31.2025246 30.0552637, 31.2025943 30.055423))",,yes,,,,,,,,,,,,,,"[10720854844, 10720854845, 10720854846, 10720854847, 10720854848, 10720854844]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
908,way,1152633915,,"POLYGON ((31.2030243 30.0553576, 31.2031941 30.055301, 31.2031993 30.0552515, 31.203261 30.0552484, 31.203141 30.05507, 31.2029353 30.0551407, 31.2030243 30.0553576))",,yes,,,,,,,,,,,,,,"[10720854849, 10720854850, 10720854851, 10720854852, 10720854853, 10720854854, 10720854849]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
909,way,1152633916,,"POLYGON ((31.2026347 30.0551685, 31.2027647 30.0551047, 31.2026708 30.0549652, 31.2025307 30.0550111, 31.2026347 30.0551685))",,yes,,,,,,,,,,,,,,"[10720854855, 10720854856, 10720854857, 10720854858, 10720854855]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
910,way,1152634258,,"POLYGON ((31.2021292 30.0549919, 31.201934 30.0549816, 31.2019549 30.0547954, 31.2021303 30.0548093, 31.2021292 30.0549919))",,yes,,,,,,,,,,,,,,"[10720846652, 10720846653, 10720846654, 10720846655, 10720846652]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
911,way,1152634259,,"POLYGON ((31.2023145 30.0549485, 31.2026081 30.054858, 31.2024588 30.0546779, 31.2023278 30.0547237, 31.2023732 30.0548518, 31.2022959 30.0548663, 31.2023145 30.0549485))",,yes,,,,,,,,,,,,,,"[10720846656, 10720846657, 10720846658, 10720846659, 10720846660, 10720846661, 10720846656]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
912,way,1152634260,,"POLYGON ((31.2017874 30.055011, 31.2018418 30.0550105, 31.2018716 30.054849, 31.2018395 30.0548481, 31.2017874 30.055011))",,yes,,,,,,,,,,,,,,"[10720846662, 10720846663, 10720846664, 10720846665, 10720846662]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
913,way,1157467296,,"POLYGON ((31.1974206 30.0500281, 31.1975192 30.0501431, 31.1973691 30.0502112, 31.1974679 30.0503117, 31.1977659 30.0501307, 31.197665 30.0500487, 31.1978291 30.0499492, 31.1977251 30.0498038, 31.1977075 30.0498304, 31.19749 30.0499778, 31.1974206 30.0500281))",,yes,,,,,,,,,,,,,,"[10764117556, 10764117557, 10764117558, 10764117559, 10764117560, 10764117561, 10764117562, 6771440433, 10764117563, 10764117564, 10764117556]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
914,way,1157467300,,"POLYGON ((31.1954624 30.0480953, 31.195576 30.0482151, 31.196008 30.0479409, 31.1957805 30.0476948, 31.195738 30.0477399, 31.1957124 30.0477055, 31.1956072 30.0477826, 31.1956488 30.0478327, 31.195522 30.0479205, 31.1955258 30.0479986, 31.1955621 30.0480279, 31.1954624 30.0480953))",,yes,,,,,,,,,,,,,,"[10764133108, 10764133109, 10764133110, 10764133111, 10764133112, 10764133113, 10764133114, 10764133115, 10764133116, 10764133117, 10764133118, 10764133108]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
915,way,1158184875,,"POLYGON ((31.2017443 30.0548069, 31.2017612 30.0546722, 31.20205 30.0546562, 31.2020593 30.0547262, 31.2020847 30.0547289, 31.2020909 30.0547769, 31.2020015 30.0547803, 31.2019969 30.0547296, 31.20198 30.0547182, 31.2018894 30.0547242, 31.2018883 30.0547976, 31.2017443 30.0548069))",,yes,,,,,,,,,,,,,,"[10770877085, 10770877086, 10770877087, 10770877088, 10770877089, 10770877090, 10770877091, 10770877092, 10770877093, 10770877095, 10770877094, 10770877085]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
916,way,1158184876,,"POLYGON ((31.201896 30.0547976, 31.2019684 30.0547916, 31.201973 30.0547536, 31.2019014 30.0547529, 31.201896 30.0547976))",,yes,,,,,,,,,,,,,,"[10770877096, 10770877097, 10770877098, 10770877099, 10770877096]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
917,way,1158184877,,"POLYGON ((31.2019037 30.0547489, 31.2019037 30.0547282, 31.2019615 30.0547256, 31.2019692 30.0547463, 31.2019037 30.0547489))",,yes,,,,,,,,,,,,,,"[10770877100, 10770877101, 10770877102, 10770877103, 10770877100]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
